"","feature","sentiment"
"9736"," klettertet ","1"
"19430"," klinge ","-1"
"19431"," klingeln ","-1"
"9754"," klingen ","1"
"9755"," klingend ","1"
"19432"," klischee ","-1"
"27988"," klischeehaft ","-1"
"19433"," klischees ","-1"
"27989"," klitzeklein ","-1"
"27990"," klobig ","-1"
"27991"," klobige ","-1"
"27992"," klobigem ","-1"
"27993"," klobigen ","-1"
"27994"," klobiger ","-1"
"27995"," klobigere ","-1"
"27996"," klobigerem ","-1"
"27997"," klobigeren ","-1"
"27998"," klobigerer ","-1"
"27999"," klobigeres ","-1"
"28000"," klobiges ","-1"
"28001"," klobigst ","-1"
"28002"," klobigste ","-1"
"28003"," klobigstem ","-1"
"28004"," klobigsten ","-1"
"28005"," klobigster ","-1"
"28006"," klobigstes ","-1"
"28007"," klopfen ","-1"
"28008"," klotzig ","-1"
"19435"," kluft ","-1"
"19436"," kluftsystem ","-1"
"9756"," klug ","1"
"9757"," kluge ","1"
"28011"," klügelte ","-1"
"9758"," klugem ","1"
"9759"," klugen ","1"
"9760"," kluger ","1"
"9774"," klüger ","1"
"9775"," klügere ","1"
"9776"," klügerem ","1"
"9777"," klügeren ","1"
"9778"," klügerer ","1"
"9779"," klügeres ","1"
"9761"," klugerweise ","1"
"9762"," kluges ","1"
"1124"," klugheit ","1"
"9780"," klügst ","1"
"9781"," klügste ","1"
"9782"," klügstem ","1"
"9783"," klügsten ","1"
"9784"," klügster ","1"
"9785"," klügstes ","1"
"19440"," knacki ","-1"
"9786"," knackig ","1"
"28012"," knapp ","-1"
"28013"," knappe ","-1"
"28014"," knappem ","-1"
"28015"," knappen ","-1"
"28016"," knapper ","-1"
"28017"," knappere ","-1"
"28018"," knapperem ","-1"
"28019"," knapperen ","-1"
"28020"," knapperer ","-1"
"28021"," knapperes ","-1"
"28022"," knappes ","-1"
"19441"," knappheit ","-1"
"28023"," knappst ","-1"
"28024"," knappste ","-1"
"28025"," knappstem ","-1"
"28026"," knappsten ","-1"
"28027"," knappster ","-1"
"28028"," knappstes ","-1"
"19442"," knastbruder ","-1"
"28049"," knäuelförmig ","-1"
"28029"," knauserig ","-1"
"19443"," knecht ","-1"
"19444"," knechtschaft ","-1"
"19445"," knechtung ","-1"
"19446"," knete ","-1"
"28030"," knicken ","-1"
"19447"," knickpunkt ","-1"
"19448"," knie ","-1"
"19449"," kniesehne ","-1"
"1125"," kniff ","1"
"28031"," knifflig ","-1"
"19450"," knilch ","-1"
"9787"," knorke ","1"
"9788"," knorkem ","1"
"9789"," knorken ","1"
"9790"," knorker ","1"
"9791"," knorkere ","1"
"9792"," knorkerem ","1"
"9793"," knorkeren ","1"
"9794"," knorkerer ","1"
"9795"," knorkeres ","1"
"9796"," knorkes ","1"
"9797"," knorkest ","1"
"9798"," knorkeste ","1"
"9799"," knorkestem ","1"
"9800"," knorkesten ","1"
"9801"," knorkester ","1"
"9802"," knorkestes ","1"
"19451"," knoten ","-1"
"1126"," know-how ","1"
"9803"," knuddelig ","1"
"9804"," knuffig ","1"
"28032"," knurrig ","-1"
"28033"," knurrige ","-1"
"28034"," knurrigem ","-1"
"28035"," knurrigen ","-1"
"28036"," knurriger ","-1"
"28037"," knurrigere ","-1"
"28038"," knurrigerem ","-1"
"28039"," knurrigeren ","-1"
"28040"," knurrigerer ","-1"
"28041"," knurrigeres ","-1"
"28042"," knurriges ","-1"
"28043"," knurrigst ","-1"
"28044"," knurrigste ","-1"
"28045"," knurrigstem ","-1"
"28046"," knurrigsten ","-1"
"28047"," knurrigster ","-1"
"28048"," knurrigstes ","-1"
"9805"," knusprig ","1"
"28050"," koche ","-1"
"28051"," kochend ","-1"
"19570"," köder ","-1"
"19452"," koerzitiv ","-1"
"9806"," kognitive ","1"
"9807"," kohärent ","1"
"1127"," kohärenz ","1"
"1128"," kohäsion ","1"
"19453"," koks ","-1"
"28052"," kollabier ","-1"
"28053"," kollabiere ","-1"
"28054"," kollabieren ","-1"
"28055"," kollabierest ","-1"
"28056"," kollabieret ","-1"
"28057"," kollabierst ","-1"
"28058"," kollabiert ","-1"
"28059"," kollabierte ","-1"
"28060"," kollabierten ","-1"
"28061"," kollabiertest ","-1"
"28062"," kollabiertet ","-1"
"19454"," kollaps ","-1"
"19455"," kollapse ","-1"
"19456"," kollapsen ","-1"
"19457"," kollapses ","-1"
"9808"," kollegial ","1"
"9809"," kollegiale ","1"
"9810"," kollegialem ","1"
"9811"," kollegialen ","1"
"9812"," kollegialer ","1"
"9813"," kollegialere ","1"
"9814"," kollegialerem ","1"
"9815"," kollegialeren ","1"
"9816"," kollegialerer ","1"
"9817"," kollegialeres ","1"
"9818"," kollegiales ","1"
"9819"," kollegialst ","1"
"9820"," kollegialste ","1"
"9821"," kollegialstem ","1"
"9822"," kollegialsten ","1"
"9823"," kollegialster ","1"
"9824"," kollegialstes ","1"
"19458"," koller ","-1"
"28063"," kollidier ","-1"
"28064"," kollidiere ","-1"
"28065"," kollidieren ","-1"
"28066"," kollidierest ","-1"
"28067"," kollidieret ","-1"
"28068"," kollidierst ","-1"
"28069"," kollidiert ","-1"
"28070"," kollidierte ","-1"
"28071"," kollidierten ","-1"
"28072"," kollidiertest ","-1"
"28073"," kollidiertet ","-1"
"19459"," kollision ","-1"
"19460"," kollisionen ","-1"
"28074"," kolludieren ","-1"
"28075"," kolludierte ","-1"
"19461"," kollusion ","-1"
"1129"," komfort ","1"
"9825"," komfortabel ","1"
"9826"," komfortabelst ","1"
"9827"," komfortabelste ","1"
"9828"," komfortabelstem ","1"
"9829"," komfortabelsten ","1"
"9830"," komfortabelster ","1"
"9831"," komfortabelstes ","1"
"9832"," komfortable ","1"
"9833"," komfortablem ","1"
"9834"," komfortablen ","1"
"9835"," komfortabler ","1"
"9836"," komfortablere ","1"
"9837"," komfortablerem ","1"
"9838"," komfortableren ","1"
"9839"," komfortablerer ","1"
"9840"," komfortableres ","1"
"9841"," komfortables ","1"
"1130"," komforts ","1"
"1131"," komiker ","1"
"1132"," komikerin ","1"
"9842"," kommod ","1"
"9843"," kommode ","1"
"9844"," kommodem ","1"
"9845"," kommoden ","1"
"9846"," kommoder ","1"
"9847"," kommodere ","1"
"9848"," kommoderem ","1"
"9849"," kommoderen ","1"
"9850"," kommoderer ","1"
"9851"," kommoderes ","1"
"9852"," kommodes ","1"
"9853"," kommodest ","1"
"9854"," kommodeste ","1"
"9855"," kommodestem ","1"
"9856"," kommodesten ","1"
"9857"," kommodester ","1"
"9858"," kommodestes ","1"
"1133"," kommunikation ","1"
"1134"," kommunikationen ","1"
"9859"," kommunikativ ","1"
"9860"," kommunikative ","1"
"9861"," kommunikativem ","1"
"9862"," kommunikativen ","1"
"9863"," kommunikativer ","1"
"9864"," kommunikativere ","1"
"9865"," kommunikativerem ","1"
"9866"," kommunikativeren ","1"
"9867"," kommunikativerer ","1"
"9868"," kommunikativeres ","1"
"9869"," kommunikatives ","1"
"9870"," kommunikativst ","1"
"9871"," kommunikativste ","1"
"9872"," kommunikativstem ","1"
"9873"," kommunikativsten ","1"
"9874"," kommunikativster ","1"
"9875"," kommunikativstes ","1"
"1152"," komödie ","1"
"9876"," kompatibel ","1"
"9877"," kompatibelst ","1"
"9878"," kompatibelste ","1"
"9879"," kompatibelstem ","1"
"9880"," kompatibelsten ","1"
"9881"," kompatibelster ","1"
"9882"," kompatibelstes ","1"
"1135"," kompatibilität ","1"
"1136"," kompatibilitäten ","1"
"9883"," kompatible ","1"
"9884"," kompatiblem ","1"
"9885"," kompatiblen ","1"
"9886"," kompatibler ","1"
"9887"," kompatiblere ","1"
"9888"," kompatiblerem ","1"
"9889"," kompatibleren ","1"
"9890"," kompatiblerer ","1"
"9891"," kompatibleres ","1"
"9892"," kompatibles ","1"
"1137"," kompensation ","1"
"1138"," kompensationen ","1"
"9893"," kompensier ","1"
"9894"," kompensiere ","1"
"9895"," kompensieren ","1"
"9896"," kompensierest ","1"
"9897"," kompensieret ","1"
"9898"," kompensierst ","1"
"9899"," kompensiert ","1"
"9900"," kompensierte ","1"
"9901"," kompensierten ","1"
"9902"," kompensiertest ","1"
"9903"," kompensiertet ","1"
"9904"," kompetent ","1"
"9905"," kompetente ","1"
"9906"," kompetentem ","1"
"9907"," kompetenten ","1"
"9908"," kompetenter ","1"
"9909"," kompetentere ","1"
"9910"," kompetenterem ","1"
"9911"," kompetenteren ","1"
"9912"," kompetenterer ","1"
"9913"," kompetenteres ","1"
"9914"," kompetentes ","1"
"9915"," kompetentest ","1"
"9916"," kompetenteste ","1"
"9917"," kompetentestem ","1"
"9918"," kompetentesten ","1"
"9919"," kompetentester ","1"
"9920"," kompetentestes ","1"
"1139"," kompetenz ","1"
"1140"," kompetenzen ","1"
"1141"," komplement ","1"
"9921"," komplett ","1"
"9922"," komplette ","1"
"9923"," komplettem ","1"
"9924"," kompletten ","1"
"9925"," kompletter ","1"
"9926"," komplettere ","1"
"9927"," kompletterem ","1"
"9928"," kompletteren ","1"
"9929"," kompletterer ","1"
"9930"," kompletteres ","1"
"9931"," komplettes ","1"
"9932"," komplettest ","1"
"9933"," kompletteste ","1"
"9934"," komplettestem ","1"
"9935"," komplettesten ","1"
"9936"," komplettester ","1"
"9937"," komplettestes ","1"
"19462"," komplikation ","-1"
"19463"," komplikationen ","-1"
"1142"," kompliment ","1"
"1143"," komplimente ","1"
"1144"," komplimenten ","1"
"1145"," komplimentes ","1"
"1146"," kompliments ","1"
"28076"," kompliziert ","-1"
"28077"," komplizierte ","-1"
"28078"," kompliziertem ","-1"
"28079"," komplizierten ","-1"
"28080"," komplizierter ","-1"
"28081"," kompliziertere ","-1"
"28082"," komplizierterem ","-1"
"28083"," komplizierteren ","-1"
"28084"," komplizierterer ","-1"
"28085"," komplizierteres ","-1"
"28086"," kompliziertes ","-1"
"28087"," kompliziertest ","-1"
"28088"," komplizierteste ","-1"
"28089"," kompliziertestem ","-1"
"28090"," kompliziertesten ","-1"
"28091"," kompliziertester ","-1"
"28092"," kompliziertestes ","-1"
"19464"," komplott ","-1"
"1147"," kompromiss ","1"
"1148"," kompromisse ","1"
"1149"," kompromissen ","1"
"1150"," kompromisses ","1"
"28093"," kompromisslos ","-1"
"19465"," kompromisslosigkeit ","-1"
"1151"," kompromisss ","1"
"19466"," kondolenz ","-1"
"1153"," konfidenz ","1"
"19467"," konflikt ","-1"
"19468"," konflikte ","-1"
"19469"," konflikten ","-1"
"19470"," konfliktes ","-1"
"9938"," konfliktfrei ","1"
"9939"," konfliktfreie ","1"
"9940"," konfliktfreiem ","1"
"9941"," konfliktfreien ","1"
"9942"," konfliktfreier ","1"
"9943"," konfliktfreiere ","1"
"9944"," konfliktfreierem ","1"
"9945"," konfliktfreieren ","1"
"9946"," konfliktfreierer ","1"
"9947"," konfliktfreieres ","1"
"9948"," konfliktfreies ","1"
"9949"," konfliktfreist ","1"
"9950"," konfliktfreiste ","1"
"9951"," konfliktfreistem ","1"
"9952"," konfliktfreisten ","1"
"9953"," konfliktfreister ","1"
"9954"," konfliktfreistes ","1"
"19471"," konflikts ","-1"
"19472"," konfrontation ","-1"
"19473"," konfrontationen ","-1"
"28094"," konfrontier ","-1"
"28095"," konfrontiere ","-1"
"28096"," konfrontieren ","-1"
"28097"," konfrontierest ","-1"
"28098"," konfrontieret ","-1"
"28099"," konfrontierst ","-1"
"28100"," konfrontiert ","-1"
"28101"," konfrontierte ","-1"
"28102"," konfrontierten ","-1"
"28103"," konfrontiertest ","-1"
"28104"," konfrontiertet ","-1"
"19474"," konfrontierung ","-1"
"28105"," konfus ","-1"
"9955"," kongenial ","1"
"9956"," kongeniale ","1"
"9957"," kongenialem ","1"
"9958"," kongenialen ","1"
"9959"," kongenialer ","1"
"9960"," kongenialere ","1"
"9961"," kongenialerem ","1"
"9962"," kongenialeren ","1"
"9963"," kongenialerer ","1"
"9964"," kongenialeres ","1"
"9965"," kongeniales ","1"
"9966"," kongenialst ","1"
"9967"," kongenialste ","1"
"9968"," kongenialstem ","1"
"9969"," kongenialsten ","1"
"9970"," kongenialster ","1"
"9971"," kongenialstes ","1"
"10379"," königlich ","1"
"1154"," konjunkturaufschwung ","1"
"1157"," konjunkturaufschwünge ","1"
"1158"," konjunkturaufschwüngen ","1"
"1155"," konjunkturaufschwunges ","1"
"1156"," konjunkturaufschwungs ","1"
"19475"," konjunkturrückgang ","-1"
"9972"," konkret ","1"
"9973"," konkrete ","1"
"9974"," konkretem ","1"
"9975"," konkreten ","1"
"9976"," konkreter ","1"
"9977"," konkretere ","1"
"9978"," konkreterem ","1"
"9979"," konkreteren ","1"
"9980"," konkreterer ","1"
"9981"," konkreteres ","1"
"9982"," konkretes ","1"
"9983"," konkretest ","1"
"9984"," konkreteste ","1"
"9985"," konkretestem ","1"
"9986"," konkretesten ","1"
"9987"," konkretester ","1"
"9988"," konkretestes ","1"
"19476"," konkurrent ","-1"
"19477"," konkurrentin ","-1"
"19478"," konkurrenz ","-1"
"9989"," konkurrenzbetont ","1"
"19479"," konkurrenzdenken ","-1"
"19480"," konkurrenzen ","-1"
"9990"," konkurrenzfähig ","1"
"9991"," konkurrenzfähige ","1"
"9992"," konkurrenzfähigem ","1"
"9993"," konkurrenzfähigen ","1"
"9994"," konkurrenzfähiger ","1"
"9995"," konkurrenzfähigere ","1"
"9996"," konkurrenzfähigerem ","1"
"9997"," konkurrenzfähigeren ","1"
"9998"," konkurrenzfähigerer ","1"
"9999"," konkurrenzfähigeres ","1"
"10000"," konkurrenzfähiges ","1"
"1159"," konkurrenzfähigkeit ","1"
"10001"," konkurrenzfähigst ","1"
"10002"," konkurrenzfähigste ","1"
"10003"," konkurrenzfähigstem ","1"
"10004"," konkurrenzfähigsten ","1"
"10005"," konkurrenzfähigster ","1"
"10006"," konkurrenzfähigstes ","1"
"19481"," konkurrenzkampf ","-1"
"19484"," konkurrenzkämpfe ","-1"
"19485"," konkurrenzkämpfen ","-1"
"19482"," konkurrenzkampfes ","-1"
"19483"," konkurrenzkampfs ","-1"
"19486"," konkurrenzsituation ","-1"
"28106"," konkurrieren ","-1"
"28107"," konkurrierte ","-1"
"19487"," konkurs ","-1"
"19488"," konkurse ","-1"
"19489"," konkursen ","-1"
"19490"," konkurses ","-1"
"1160"," konsens ","1"
"1161"," konsense ","1"
"1162"," konsensen ","1"
"1163"," konsenses ","1"
"1164"," konsensus ","1"
"10007"," konsequent ","1"
"10008"," konsequente ","1"
"10009"," konsequentem ","1"
"10010"," konsequenten ","1"
"10011"," konsequenter ","1"
"10012"," konsequentere ","1"
"10013"," konsequenterem ","1"
"10014"," konsequenteren ","1"
"10015"," konsequenterer ","1"
"10016"," konsequenteres ","1"
"10017"," konsequentes ","1"
"10018"," konsequentest ","1"
"10019"," konsequenteste ","1"
"10020"," konsequentestem ","1"
"10021"," konsequentesten ","1"
"10022"," konsequentester ","1"
"10023"," konsequentestes ","1"
"10024"," konsistent ","1"
"10025"," konsistente ","1"
"10026"," konsistentem ","1"
"10027"," konsistenten ","1"
"10028"," konsistenter ","1"
"10029"," konsistentere ","1"
"10030"," konsistenterem ","1"
"10031"," konsistenteren ","1"
"10032"," konsistenterer ","1"
"10033"," konsistenteres ","1"
"10034"," konsistentes ","1"
"10035"," konsistentest ","1"
"10036"," konsistenteste ","1"
"10037"," konsistentestem ","1"
"10038"," konsistentesten ","1"
"10039"," konsistentester ","1"
"10040"," konsistentestes ","1"
"1165"," konsistenz ","1"
"10041"," konsolidier ","1"
"10042"," konsolidiere ","1"
"10043"," konsolidieren ","1"
"10044"," konsolidierest ","1"
"10045"," konsolidieret ","1"
"10046"," konsolidierst ","1"
"10047"," konsolidiert ","1"
"10048"," konsolidierte ","1"
"10049"," konsolidierten ","1"
"10050"," konsolidiertest ","1"
"10051"," konsolidiertet ","1"
"1166"," konsolidierung ","1"
"1167"," konsolidierungen ","1"
"1168"," konspiration ","1"
"28108"," konspirativ ","-1"
"28109"," konspirieren ","-1"
"28110"," konspirierte ","-1"
"10052"," konstant ","1"
"10053"," konstante ","1"
"10054"," konstantem ","1"
"10055"," konstanten ","1"
"10056"," konstanter ","1"
"10057"," konstantere ","1"
"10058"," konstanterem ","1"
"10059"," konstanteren ","1"
"10060"," konstanterer ","1"
"10061"," konstanteres ","1"
"10062"," konstantes ","1"
"10063"," konstantest ","1"
"10064"," konstanteste ","1"
"10065"," konstantestem ","1"
"10066"," konstantesten ","1"
"10067"," konstantester ","1"
"10068"," konstantestes ","1"
"1169"," konstanz ","1"
"10069"," konstruktiv ","1"
"10070"," konstruktive ","1"
"10071"," konstruktivem ","1"
"10072"," konstruktiven ","1"
"10073"," konstruktiver ","1"
"10074"," konstruktivere ","1"
"10075"," konstruktiverem ","1"
"10076"," konstruktiveren ","1"
"10077"," konstruktiverer ","1"
"10078"," konstruktiveres ","1"
"10079"," konstruktives ","1"
"10080"," konstruktivst ","1"
"10081"," konstruktivste ","1"
"10082"," konstruktivstem ","1"
"10083"," konstruktivsten ","1"
"10084"," konstruktivster ","1"
"10085"," konstruktivstes ","1"
"1170"," konsultation ","1"
"1171"," konsultationen ","1"
"10086"," konsultier ","1"
"10087"," konsultiere ","1"
"10088"," konsultieren ","1"
"10089"," konsultierest ","1"
"10090"," konsultieret ","1"
"10091"," konsultierst ","1"
"10092"," konsultiert ","1"
"10093"," konsultierte ","1"
"10094"," konsultierten ","1"
"10095"," konsultiertest ","1"
"10096"," konsultiertet ","1"
"10098"," kontaktfähig ","1"
"28111"," kontaktfrei ","-1"
"10097"," kontaktfreudig ","1"
"19491"," kontaktprellen ","-1"
"10099"," kontinuierlich ","1"
"10100"," kontinuierliche ","1"
"10101"," kontinuierlichem ","1"
"10102"," kontinuierlichen ","1"
"10103"," kontinuierlicher ","1"
"10104"," kontinuierlichere ","1"
"10105"," kontinuierlicherem ","1"
"10106"," kontinuierlicheren ","1"
"10107"," kontinuierlicherer ","1"
"10108"," kontinuierlicheres ","1"
"10109"," kontinuierliches ","1"
"10110"," kontinuierlichst ","1"
"10111"," kontinuierlichste ","1"
"10112"," kontinuierlichstem ","1"
"10113"," kontinuierlichsten ","1"
"10114"," kontinuierlichster ","1"
"10115"," kontinuierlichstes ","1"
"1172"," kontinuität ","1"
"28112"," kontradiktorisch ","-1"
"28113"," kontraproduktiv ","-1"
"28114"," kontraproduktive ","-1"
"28115"," kontraproduktivem ","-1"
"28116"," kontraproduktiven ","-1"
"28117"," kontraproduktiver ","-1"
"28118"," kontraproduktivere ","-1"
"28119"," kontraproduktiverem ","-1"
"28120"," kontraproduktiveren ","-1"
"28121"," kontraproduktiverer ","-1"
"28122"," kontraproduktiveres ","-1"
"28123"," kontraproduktives ","-1"
"28124"," kontraproduktivst ","-1"
"28125"," kontraproduktivste ","-1"
"28126"," kontraproduktivstem ","-1"
"28127"," kontraproduktivsten ","-1"
"28128"," kontraproduktivster ","-1"
"28129"," kontraproduktivstes ","-1"
"10116"," kontrollierbar ","1"
"28130"," kontrovers ","-1"
"19492"," kontroverse ","-1"
"28131"," kontroversem ","-1"
"19493"," kontroversen ","-1"
"28132"," kontroverser ","-1"
"28133"," kontroversere ","-1"
"28134"," kontroverserem ","-1"
"28135"," kontroverseren ","-1"
"28136"," kontroverserer ","-1"
"28137"," kontroverseres ","-1"
"28138"," kontroverses ","-1"
"28139"," kontroversest ","-1"
"28140"," kontroverseste ","-1"
"28141"," kontroversestem ","-1"
"28142"," kontroversesten ","-1"
"28143"," kontroversester ","-1"
"28144"," kontroversestes ","-1"
"10117"," konzertiert ","1"
"10118"," konzertierte ","1"
"10119"," konzertiertem ","1"
"10120"," konzertierten ","1"
"10121"," konzertierter ","1"
"10122"," konzertiertere ","1"
"10123"," konzertierterem ","1"
"10124"," konzertierteren ","1"
"10125"," konzertierterer ","1"
"10126"," konzertierteres ","1"
"10127"," konzertiertes ","1"
"10128"," konzertiertst ","1"
"10129"," konzertiertste ","1"
"10130"," konzertiertstem ","1"
"10131"," konzertiertsten ","1"
"10132"," konzertiertster ","1"
"10133"," konzertiertstes ","1"
"1173"," kooperation ","1"
"1174"," kooperationen ","1"
"10134"," kooperativ ","1"
"10135"," kooperative ","1"
"10136"," kooperativem ","1"
"10137"," kooperativen ","1"
"10138"," kooperativer ","1"
"10139"," kooperativere ","1"
"10140"," kooperativerem ","1"
"10141"," kooperativeren ","1"
"10142"," kooperativerer ","1"
"10143"," kooperativeres ","1"
"10144"," kooperatives ","1"
"10145"," kooperativst ","1"
"10146"," kooperativste ","1"
"10147"," kooperativstem ","1"
"10148"," kooperativsten ","1"
"10149"," kooperativster ","1"
"10150"," kooperativstes ","1"
"10151"," kooperieren ","1"
"10152"," kooperierte ","1"
"10153"," koordinieren ","1"
"10154"," koordiniert ","1"
"10155"," koordinierte ","1"
"10156"," koordiniertem ","1"
"10157"," koordinierten ","1"
"10158"," koordinierter ","1"
"10159"," koordiniertere ","1"
"10160"," koordinierterem ","1"
"10161"," koordinierteren ","1"
"10162"," koordinierterer ","1"
"10163"," koordinierteres ","1"
"10164"," koordiniertes ","1"
"10165"," koordiniertst ","1"
"10166"," koordiniertste ","1"
"10167"," koordiniertstem ","1"
"10168"," koordiniertsten ","1"
"10169"," koordiniertster ","1"
"10170"," koordiniertstes ","1"
"1175"," koordinierung ","1"
"1176"," koordinierungen ","1"
"1205"," köpfchen ","1"
"28145"," kopfscheu ","-1"
"19494"," kopfschmerz ","-1"
"19495"," kopfschmerzen ","-1"
